Time,Time Code,Country Name,Country Code,GDP per capita (current US$) [NY.GDP.PCAP.CD],"Population, total [SP.POP.TOTL]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Access to electricity (% of population) [EG.ELC.ACCS.ZS],Forest area (% of land area) [AG.LND.FRST.ZS],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]",Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Individuals using the Internet (% of population) [IT.NET.USER.ZS],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Arable land (% of land area) [AG.LND.ARBL.ZS],Population growth (annual %) [SP.POP.GROW],"Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]","Personal remittances, received (% of GDP) [BX.TRF.PWKR.DT.GD.ZS]"
2022,YR2022,Colombia,COL,6680.44506854481,51737944,76.508,100,52.9457763857593,156.195,7.32827729427979,11.3,4.97124137726565,7.57361269,72.7964,27.8942871185028,20.3883679938331,2.21063542136097,1.06829295530618,26.1230022316952,2.7354220776326
2022,YR2022,Comoros,COM,1533.87755332151,834188,66.481,89.9,17.2165502418055,100.549,2.81839506562636,36.8,0.322667538363092,8.3803854,32.7685,37.4417429765366,12.9470275117016,34.9274583557227,1.93837687010445,9.63879809027371,22.0265607625729
2022,YR2022,"Congo, Dem. Rep.",COD,642.612267148918,102396968,60.979,21.5,54.6754592973247,48.6774,8.92444785079518,45.8,2.14185515361453,3.78614616,29.4996,48.2307170129048,45.4979498732673,6.39680862795263,3.2234019442495,47.7796330714614,4.9571436331373
2022,YR2022,"Congo, Rep.",COG,2620.83804304713,6035104,65,50.6,64.1756954612006,93.6259,1.47535613247133,28.5,3.3650833609005,2.19224548,37.4939,34.3491898359076,63.8121468562925,1.61054172767204,2.39665300284304,49.2455523632312,0.277926360064526
2022,YR2022,Costa Rica,CRI,13625.9008491478,5081765,79.316,100,60.0785350567959,154.989,4.55149177958398,8.8,5.3050432792936,7.18368196,82.598,39.8223364209329,42.4051961143561,3.27327457892675,0.429453043658398,20.6464381115517,0.895844948117856
2022,YR2022,Cote d'Ivoire,CIV,2333.37128334477,30395002,61.562,72,8.21049968553459,161.232,6.39988362720531,47.9,2.25472653239831,3.6424129,38.4133,28.5990307151189,24.2673603262295,14.1790927672956,2.51622934953513,23.0445423474416,1.46910313601649
2022,YR2022,Croatia,HRV,18466.0955472648,3855641,77.5756097560976,100,34.7410650464618,114.677,7.28793643206565,3.9,5.51610421858619,7.21545315,82.0716,65.7168860772854,59.4969715136887,15.2430307362402,-0.603521952188318,20.0651495635468,7.52345344767519
2022,YR2022,Cuba,CUB,..,11059820,77.629,100,31.233140655106,68.718,1.77504879825767,6.3,..,11.78683186,68.25,53.3711476828839,40.4896279061686,28.0211946050096,-0.562151275082133,23.7832356383659,..
2022,YR2022,Curacao,CUW,20501.7522782219,149996,76.729,100,0.157657657657658,92.7325,7.92300000000002,..,5.71077944316966,..,..,..,..,..,-1.56965834139861,11.1890590301999,5.15628133875869
2022,YR2022,Cyprus,CYP,33894.44921875,1331370,80.434,100,18.6677489177489,151.241,7.20486780743879,2.8,0.174199839978059,8.87060547,89.601,102.010660936682,105.621766109694,10.2623051948052,1.06174678712373,10.314473599827,1.68913833918413
2022,YR2022,Czechia,CZE,28282.2236715857,10672118,78.9292682926829,100,34.7369431785448,128.105,2.8471706583814,2.2,3.02937517288668,8.79904652,84.5401,71.6020659665878,72.4094281428088,32.1272569631392,1.5709725672011,29.2185730464326,1.37578324481376
2022,YR2022,Denmark,DNK,68091.3191138669,5903037,81.3048780487805,100,15.758,126.484,1.54017307357893,3.1,6.87340812577742,9.4758625,97.8601,60.9946813134056,70.5484698289144,59,0.787502464739957,20.8355183946708,0.3482254304594
2022,YR2022,Djibouti,DJI,3133.25779772463,1137096,65.54,65,0.257308024158758,46.7771,5.16653702854374,45.9,5.24930012962196,2.49675012,63.2573,143.034673702738,159.250735528808,0.129421915444349,1.40352932560807,15.0308727802738,1.58752439290675
2022,YR2022,Dominica,DMA,9323.66089490562,66826,71.081,100,63.8266666666667,85.1899,10.3968076616121,32.7,2.71598643499556,6.31969738,83.3101,..,..,8,-0.561078261856387,12.6067753689955,6.06413655358534
2022,YR2022,Dominican Republic,DOM,10104.2449349081,11230734,74.211,98.1,44.8209283285911,90.376,5.23795652902595,29.1,3.56897098132173,4.57254791,81.5127,32.3520110514603,22.0261866198241,19.5692561644648,0.959629735113671,30.8255427451738,9.05734336867233
2022,YR2022,Ecuador,ECU,6515.58528418336,17823897,76.577,100,49.8038734095668,98.1309,5.86842354862311,11.2,0.759491173521047,7.53457022,69.7181,30.9555471259573,30.9252456928287,3.92172652601063,0.796723652034201,29.5835905417542,4.08839477102189
2022,YR2022,"Egypt, Arab Rep.",EGY,4233.30783744856,112618250,71.01,100,0.0451855944547692,90.6795,6.58784560886967,16.7,2.39118080969079,4.70438385,72.1981,21.8960790564233,15.0870258208479,3.11718318348486,1.48609697540294,32.7114314313038,5.94293350334715
2022,YR2022,El Salvador,SLV,5074.60210221806,6280319,71.969,100,27.7451737451737,183.249,2.95461516549889,9.5,0.0823187568481088,9.84079742,65.5298,56.2676262279527,32.433483149734,34.7972972972973,0.39146192798287,23.7319470400488,24.6343666305956
2022,YR2022,Equatorial Guinea,GNQ,7589.29964909381,1803545,63.355,67,86.6916221033868,49.538,3.22350831658598,50.9,10.1419330984832,2.91350007,59.3433,28.8459309342984,52.9670852025114,1.88948306595365,2.5130374213272,56.2109990617835,..
2022,YR2022,Eritrea,ERI,..,3409447,67.789,53.4,8.65617743125414,59.1248,..,26.4,..,3.87447667,18.7092,..,..,5.69409349206375,1.75351368458045,..,..
2022,YR2022,Estonia,EST,28451.1477825175,1348840,77.8439024390244,100,57.0652937046572,152.271,0.0604305165130938,1.7,4.89320122469425,6.98701143,91.5202,87.9001575208055,86.6638366613108,16.5457523987831,1.33655151148286,23.3390486819003,1.22489113625073
2022,YR2022,Eswatini,SWZ,3889.65276959161,1218917,63.028,82.3,29.0686046511628,121.492,1.1195906677553,44.6,0.28158166701768,7.2226615,57.465,48.1319275416783,44.5469766780666,10.2906976744186,1.01620740015869,34.5409382976808,2.66775433933273
2022,YR2022,Ethiopia,ETH,1011.07332413462,125384287,66.897,55.4,14.9955852855138,56.9643,5.32175988403378,37,2.89493803073016,2.85274577,..,18.3515393187423,8.24396037798902,14.5325559938566,2.62269500936104,22.7175269590867,0.40245351230772
2022,YR2022,Faroe Islands,FRO,66139.3809716876,53927,82.9439024390244,100,0.0583941605839416,105.804,3.55602380418398,..,..,..,..,62.3258117558492,62.2097192780871,0.0510948905109489,1.16011447339288,17.9467876458585,..
2022,YR2022,Fiji,FJI,5405.03006162671,919422,67.148,92,63.1297208538588,111.749,19.7927266886699,23.5,2.08434485529881,4.00910091,78.2433,69.3324442575567,48.1741153774177,4.20361247947455,0.295294727557318,15.7071309217372,9.23286194957366
2022,YR2022,Finland,FIN,50440.560224974,5556106,81.1878048780488,100,73.7264996576714,128.023,0.763041912763526,1.8,4.66691154081507,9.6589222,92.9888,48.2777537715821,46.2847802806846,7.37297896973723,0.271944526506117,25.1808292783738,0.23606130716
2022,YR2022,France,FRA,41082.8119320747,68065015,82.1292682926829,100,32.32173671027,115.951,2.57084047567793,3.4,4.01585632811977,11.8819046,85.3333,39.2864747207143,36.5036688904078,31.5249188236386,0.326992498564887,16.1980918380604,1.16988777201364
2022,YR2022,French Polynesia,PYF,20738.6499971661,280378,83.859,100,43.0596369922213,116.866,4.46637969963146,..,-0.163041313318142,..,..,46.1341436614809,21.096822594212,0.720253529242293,0.209222276724143,..,10.0016161437945
2022,YR2022,Gabon,GAB,8409.20741452279,2430747,67.713,93.5,91.228470524314,123.233,3.03761449525692,27.2,5.40389729404727,2.85591531,70.7069,24.4843556565515,67.5787331931406,1.26130321729344,2.24763901253797,55.6590964573237,..
2022,YR2022,"Gambia, The",GMB,836.244875582631,2636470,64.859,65.4,22.8459584980237,106.782,5.49299825508946,34.9,10.4995861021697,3.41435836,44.0389,36.1520709170381,8.56985063519528,43.4782608695652,2.31992109797091,15.5889695316243,22.7621227952776
2022,YR2022,Georgia,GEO,6729.84659930283,3712502,74.141,100,40.6159159591308,154.014,10.9585321385624,8.1,9.15328575552963,7.25569582,78.7113,62.2165584682954,52.4788792204227,4.5474168945172,0.104889950638883,21.329779714521,15.4242760609985
2022,YR2022,Germany,DEU,49686.1154582583,83797985,80.6080487804878,100,32.685482024273,124.158,1.36973104612758,3.1,2.0947134896352,12.60513115,91.6298,43.2836096462941,45.7805177232318,33.3667277307076,0.720875455989295,25.6868874641173,0.470671278002611
2022,YR2022,Ghana,GHA,2229.89122647803,33149152,65.246,85.1,35.1604431005612,120.803,3.80484980952164,29.2,1.93240124339233,3.6993649,69.3607,35.451412242532,34.6640435533587,20.6998545265961,1.92029034344132,31.470050505779,2.87894180193646
2022,YR2022,Gibraltar,GIB,..,37609,83.517,100,0,97.6043,..,..,..,..,..,..,..,..,2.01706920456894,..,..
2022,YR2022,Greece,GRC,20971.8349258283,10436882,80.7878048780488,100,30.2699767261443,109.027,5.74364902526337,3.3,3.6311990288799,8.49983692,83.1707,58.6593231211582,49.019884781247,14.4387362296354,-1.25988945727074,16.6977234545458,0.274387645140156
2022,YR2022,Greenland,GRL,55635.0006491223,56661,71.5404878048781,100,0.000535997076379583,118.637,2.00455580865604,..,..,..,..,52.5750457267869,40.7900871498763,..,0.0141200557976914,19.5118889646021,..
2022,YR2022,Grenada,GRD,10535.4588771454,116913,75.151,94.2,52.0588235294118,95.7592,7.32074061551874,16.9,13.2303123645801,4.94846392,74.2689,..,..,8.82352941176471,0.192636221230939,16.0854479095063,5.11916723666595
2022,YR2022,Guam,GUM,41833.1517132825,165180,77.102,100,51.8518518518518,..,5.09986426216793,..,..,..,..,63.9797395079595,7.88712011577424,1.85185185185185,0.881705873116992,..,..
2022,YR2022,Guatemala,GTM,5358.70127494396,17847877,71.206,99.1,32.7043673012318,115.156,4.18451808712605,18.4,1.51615535198586,7.44098806,55.4086,35.4855404534188,18.9455010118901,14.501679731243,1.40623710213146,22.6306612736692,19.0341687086046
2022,YR2022,Guinea,GIN,1416.59612011764,14055137,60.432,47.7,24.8616311248576,108.885,3.97240784200721,63.1,3.30630355394451,3.95847702,24.6954,48.7466212613867,45.4186514317354,22.5862302620869,2.48250409145397,26.5029300686511,2.64823563849093
2022,YR2022,Guinea-Bissau,GNB,873.437861875428,2105529,63.605,37.4,69.8125889046942,125.935,5.58513728011474,44.3,1.17767426605187,8.11358356,27.5672,31.381452685394,14.8894039340798,13.7988762446657,2.24235388639993,12.8401638420559,10.3427657866983
2022,YR2022,Guyana,GUY,17913.4928066879,821637,69.888,93,87.1314345931609,112.565,63.3346343654855,24.6,-20.3619575428882,3.00636959,78.3924,..,..,0.459410817467083,0.751934221097092,67.8206416613225,3.66298141565721
2022,YR2022,Haiti,HTI,1760.62635668777,11503606,63.948,49.3,12.3759071117562,65.1889,-1.68198396897978,41.5,0.194598953085393,3.20848918,..,29.2907901679586,7.23876011586942,36.4658925979681,1.12789828650149,29.3411380317267,18.7510455649753
2022,YR2022,Honduras,HND,3003.28996826399,10463872,72.715,94.4,56.4604522298686,75.8551,4.14356194013767,13.7,2.41292398026651,8.28209972,56.3896,70.2593431190701,42.4391817948962,9.09822146751274,1.67679658023776,25.9084247689488,27.0011044721289
2022,YR2022,"Hong Kong SAR, China",HKG,48825.8441873536,7346100,83.6609756097561,100,..,292.808,-3.68375141698573,..,34.127375983385,..,95.6136,190.394625216583,194.486518007141,1.9047619047619,-0.907914524343304,6.26265366403118,0.116680816832558
2022,YR2022,Hungary,HUN,18483.6366867035,9605074,75.8682926829268,100,22.4643754109139,105.794,4.27034755162904,3.2,-1.07832020714623,6.68981791,89.1428,94.304883999461,89.5031301401611,45.5585250931405,-0.268850150860009,24.2940340200039,2.23746079799553
2022,YR2022,Iceland,ISL,75121.0152280628,382003,82.119512195122,100,0.522265198849549,120.115,8.97897085175497,2,4.81779889629883,9.28593922,99.8082,46.2694129872105,45.8077781441652,1.20003967073292,2.51377343254216,21.8741188538847,0.678678410506865
2022,YR2022,India,IND,2347.44829434623,1425423212,71.698,99.2,24.4494970049005,80.1818,7.60936497768895,25.6,1.49248825904,3.3058846,55.9,26.8237289453584,23.2515412045298,51.8054794009128,0.790200540609834,25.3845195629461,3.32391537862222
2022,YR2022,Indonesia,IDN,4730.83484836107,278830529,70.925,100,48.0419900717626,122.873,5.30719722664799,17.5,1.87264100861425,2.69394851,66.4846,20.9617585096621,24.5029116862832,9.39575176626131,0.746050469653246,41.4292641760979,0.99228904198387
2022,YR2022,"Iran, Islamic Rep.",IRN,4405.09291519791,89524246,76.799,100,6.64160246533128,162.713,3.77663140152906,11,0.380360591270035,5.34889174,79.061,24.7816202562159,26.8158865548081,9.67580893682589,1.20100285857304,39.8556929760804,..
2022,YR2022,Iraq,IRQ,6520.73154560584,44070551,72.037,100,1.90035242899592,99.1324,7.95904804992662,21.5,-0.726653366772653,4.29332495,78.7156,24.2328478795559,44.5259462145341,11.4458802662797,2.29369659225826,65.2721245594509,0.3822220371914
2022,YR2022,Ireland,IRL,105234.511567597,5212836,82.509756097561,100,11.4678472927856,110.609,8.61950345618772,3.3,-6.48520600331753,6.11978531,96.6206,95.445050435626,136.684440145681,6.47408912759472,1.98101664069715,40.6817053341015,0.0969410194535932
2022,YR2022,Isle of Man,IMN,88328.548125887,84132,80.956,100,6.07017543859649,..,-4.16539345213232,..,..,..,..,..,..,42.280701754386,0.0309085940239317,6.93646402700019,..
2022,YR2022,Israel,ISR,54949.621556429,9557500,82.7,100,6.46950092421442,151.138,6.26326343841286,2.7,4.35725962102686,7.34161806,91.8508,29.2595245774311,31.3853280968641,12.4075785582255,1.96636884788361,19.4269429799466,0.240907416807883
2022,YR2022,Italy,ITA,35653.9042103495,59013667,82.7,100,32.7125321249831,131.674,4.82117669913565,2.4,2.94181405797187,9.02753067,85.0607,36.9173622620119,35.0991400412578,23.9567056675233,-0.20230086688254,23.2791441111799,0.500437914318257
2022,YR2022,Jamaica,JAM,6022.15339791763,2839144,71.481,100,55.8320498614958,105.762,5.22151985159613,18.3,1.86419734045344,7.77706337,82.4453,..,..,11.0803324099723,0.0515076570013975,19.9220815361069,21.5674729377537
2022,YR2022,Japan,JPN,34065.6438962526,125124989,83.9963414634146,100,68.4087791495199,168.603,0.941998775483285,1.8,1.12971840820325,11.42183685,84.9234,25.2665627129772,21.5464241239166,11.1550068587106,-0.443851919148528,27.7174374582966,0.126874933673179
2022,YR2022,Jordan,JOR,4332.25159897931,11256263,77.088,100,1.09804716534901,67.7457,2.64743514912058,12.6,1.97382535440765,6.82820034,90.5,61.5579922828454,42.5374671563433,2.28187940626619,1.70151702842564,24.4882015845826,9.78565654560806
2022,YR2022,Kazakhstan,KAZ,11255.3396437881,20034609,73.503,100,1.3013145534689,125.642,3.19999999970734,7.7,2.25355434978679,3.74026752,92.2969,26.7653058374068,41.5690089041544,10.9899988887654,1.46316879039749,34.9793974237581,0.213219830288597
2022,YR2022,Kenya,KEN,2109.56288513137,54252461,63.549,76,6.21662477880402,121.169,4.85998104287999,35.8,0.691645983068062,4.32603645,..,21.4991695109477,12.1919692160845,11.4175064467254,1.92297608206469,17.5274480968435,3.54717907214312
2022,YR2022,Kiribati,KIR,2069.76720110559,130469,66.269,94.4,1.45679012345679,49.112,4.56632593100372,40.6,1.58130643644877,10.49855042,..,100.53707977747,7.60658075917655,2.46913580246914,1.61644031663411,9.85991526316407,10.4091517310068
2022,YR2022,"Korea, Dem. People's Rep.",PRK,..,26328845,73.641,54.7,49.7300888630512,24.1311,..,14.3,..,..,..,..,..,19.0598787476123,0.366471008261931,..,..
2022,YR2022,"Korea, Rep.",KOR,32394.6833725203,51672569,82.6804878048781,100,64.2110655737705,148.684,2.61267219187226,2.4,1.49617378306838,9.43414211,97.1686,48.2646450676456,48.2717642210409,13.5245901639344,-0.187486566698935,31.7263012565745,0.466839292456602
2022,YR2022,Kosovo,XKX,5290.94747224687,1768096,77.623,..,..,34.5402,4.27849895827543,8.7,8.16857541246773,..,..,71.3863746043466,38.6256570148792,..,-1.01194530149251,27.2441813918075,17.2407374569569
